"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL216578"	""	"None"	"207.70"	"0"	"3.10"	"6"	"N[C@H]1CC=CC[C@@H]1c1ccccc1Cl"	"Ki"	"'='"	"820.0"	"nM"	"6.09"	""	""	"UO_0000065"	"29.30"	"0.59"	"2.99"	"23.39"	"0"	"CHEMBL855672"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138877"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL217358"	""	"None"	"503.40"	"0"	"2.97"	"22"	"NC(=O)c1cccc(NC(=O)C2=CC[C@H](c3cc(F)c(F)c(F)c3)[C@@H](N)C2)c1.O=C(O)C(F)(F)F"	"Ki"	"'='"	"4.7"	"nM"	"8.33"	""	""	"UO_0000065"	"21.39"	"0.41"	"5.36"	"8.48"	"0"	"CHEMBL855672"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138877"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL410514"	""	"None"	"490.40"	"0"	"3.41"	"17"	"NC(=O)c1cccc(OCC2=CC[C@H](c3cc(F)c(F)c(F)c3)[C@@H](N)C2)c1.O=C(O)C(F)(F)F"	"Ki"	"'='"	"3.6"	"nM"	"8.44"	""	""	"UO_0000065"	"22.43"	"0.43"	"5.03"	"10.78"	"0"	"CHEMBL855672"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138877"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL236479"	""	"None"	"296.44"	"0"	"1.18"	"53"	"N[C@H](C(=O)N1CCSC1)C12CC3CC(CC(O)(C3)C1)C2"	"Ki"	"'='"	"28.0"	"nM"	"7.55"	""	""	"UO_0000065"	"25.48"	"0.52"	"6.37"	"11.35"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL238026"	""	"None"	"306.41"	"0"	"0.38"	"49"	"N[C@H](C(=O)N1CC[C@@H]2C[C@@H]21)C12CC3CC(O)(CC(O)(C3)C1)C2"	"Ki"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"25.63"	"0.49"	"7.47"	"9.05"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL199744"	""	"None"	"381.47"	"0"	"1.51"	"31"	"COc1ccc(C[S+]([O-])C(C)(C)[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1"	"Ki"	"'='"	"112.0"	"nM"	"6.95"	""	""	"UO_0000065"	"18.22"	"0.37"	"5.44"	"6.79"	"0"	"CHEMBL863964"	"Inhibitory activity against human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141969"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL1910117"	""	"None"	"407.30"	"0"	"2.87"	"(+)-3u, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)N(C)C)C2=O"	"Ki"	"'='"	"0.27"	"nM"	"9.57"	""	""	"UO_0000065"	"23.49"	"0.48"	"6.70"	"12.03"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1910113"	""	"None"	"366.25"	"0"	"2.77"	"3q, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CCO)C2=O"	"Ki"	"'='"	"9.0"	"nM"	"8.05"	""	""	"UO_0000065"	"21.97"	"0.46"	"5.28"	"10.13"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL98008"	""	"None"	"224.35"	"0"	"1.91"	"17"	"N[C@@H](CC1CCCCC1)C(=O)N1CCCC1"	"Ki"	"'='"	"2150.0"	"nM"	"5.67"	""	""	"UO_0000065"	"25.26"	"0.48"	"3.76"	"12.23"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL206077"	""	"None"	"287.41"	"0"	"2.07"	"23"	"C=CCN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2"	"Ki"	"'='"	"37.0"	"nM"	"7.43"	""	""	"UO_0000065"	"25.86"	"0.48"	"5.36"	"10.60"	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL1910122"	""	"None"	"462.38"	"0"	"2.55"	"(+)-3z, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)N1CCN(C)CC1)C2=O"	"Ki"	"'='"	"0.67"	"nM"	"9.17"	""	""	"UO_0000065"	"19.84"	"0.40"	"6.62"	"11.08"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1910125"	""	"None"	"459.34"	"0"	"3.15"	"(+)-3cc, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)Nc1ccnn1C)C2=O"	"Ki"	"'='"	"0.4"	"nM"	"9.40"	""	""	"UO_0000065"	"20.46"	"0.41"	"6.25"	"8.85"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1909994"	""	"None"	"432.74"	"1"	"5.64"	"3i, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(c1ccc(Cl)cc1)C2=O"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"17.90"	"0.38"	"2.10"	"13.08"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL246981"	""	"None"	"391.33"	"0"	"4.44"	"20b (+/-)"	"NC1CN(c2ccnc(-c3ccsc3)n2)CC1c1ccc(Cl)cc1Cl"	"Ki"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"17.12"	"0.37"	"2.26"	"12.17"	"0"	"CHEMBL903579"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL1209613"	""	"None"	"397.31"	"1"	"5.45"	"23"	"Cc1cccc(-c2cc3nc(C)c(CN)c(-c4ccc(Cl)cc4Cl)n3n2)c1"	"Ki"	"'='"	"75.0"	"nM"	"7.12"	""	""	"UO_0000065"	"17.93"	"0.36"	"1.67"	"12.68"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL382193"	""	"None"	"247.34"	"0"	"1.17"	"19"	"N#CCNC(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL16834"	""	"None"	"221.30"	"0"	"1.02"	"24"	"N#C[C@@H]1CCCN1C(=O)C(N)C1CCCC1"	"Ki"	"'='"	"1.1"	"nM"	"8.96"	""	""	"UO_0000065"	"40.48"	"0.76"	"7.94"	"12.78"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL1215299"	""	"None"	"455.35"	"0"	"4.14"	"24w"	"Cc1nc2nc(C(=O)N(C)Cc3ccncc3)cn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"2.6"	"nM"	"8.59"	""	""	"UO_0000065"	"18.85"	"0.38"	"4.45"	"9.60"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL2115247"	""	"None"	"243.33"	"0"	"-0.20"	"7"	"CC[C@H](C)[C@H](N)C(=O)N1C[S+]([O-])C[C@H]1C#N"	"Ki"	"'='"	"34.0"	"nM"	"7.47"	""	""	"UO_0000065"	"30.69"	"0.64"	"7.67"	"8.02"	"0"	"CHEMBL664933"	"Inhibition of human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128930"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL246980"	""	"None"	"391.33"	"0"	"4.44"	"20a (+/-)"	"NC1CN(c2nccc(-c3ccsc3)n2)CC1c1ccc(Cl)cc1Cl"	"Ki"	"'='"	"76.0"	"nM"	"7.12"	""	""	"UO_0000065"	"18.19"	"0.39"	"2.68"	"12.93"	"0"	"CHEMBL903579"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL455542"	""	"None"	"200.24"	"0"	"-0.20"	"15"	"N[C@@H](CCC(=O)O)C(=O)N1CCCC1"	"Ki"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"28.46"	"0.56"	"5.90"	"6.81"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL2441848"	""	"None"	"449.38"	"0"	"4.04"	"2p, More active atropisomer"	"CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O"	"Ki"	"'='"	"2.5"	"nM"	"8.60"	""	""	"UO_0000065"	"19.14"	"0.39"	"4.56"	"10.82"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL2441846"	""	"None"	"435.36"	"0"	"3.65"	"2n, More active atropisomer"	"CCN(CC)C(=O)CN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O"	"Ki"	"'='"	"0.3"	"nM"	"9.52"	""	""	"UO_0000065"	"21.87"	"0.45"	"5.87"	"11.97"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL2441836"	""	"None"	"380.28"	"0"	"3.42"	"1e, BMS-744891"	"COCCN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O"	"Ki"	"'='"	"8.3"	"nM"	"8.08"	""	""	"UO_0000065"	"21.25"	"0.44"	"4.66"	"11.81"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL236480"	""	"None"	"306.41"	"0"	"0.24"	"57"	"N[C@H](C(=O)N1CC2CC2C1)C12CC3CC(O)(CC(O)(C3)C1)C2"	"Ki"	"'='"	"270.0"	"nM"	"6.57"	""	""	"UO_0000065"	"21.44"	"0.41"	"6.33"	"7.57"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL238235"	""	"None"	"290.41"	"0"	"1.27"	"50"	"N[C@H](C(=O)N1CC[C@@H]2C[C@H]21)C12CC3CC(CC(O)(C3)C1)C2"	"Ki"	"'='"	"1944.0"	"nM"	"5.71"	""	""	"UO_0000065"	"19.67"	"0.37"	"4.44"	"8.58"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL238225"	""	"None"	"196.29"	"0"	"0.98"	"42"	"CC[C@@H](C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21"	"Ki"	"'='"	"731.0"	"nM"	"6.14"	""	""	"UO_0000065"	"31.26"	"0.60"	"5.16"	"13.24"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL238013"	""	"None"	"182.27"	"0"	"0.59"	"40"	"CC(C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21"	"Ki"	"'='"	"1065.0"	"nM"	"5.97"	""	""	"UO_0000065"	"32.77"	"0.63"	"5.38"	"12.89"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL235225"	""	"None"	"246.31"	"0"	"0.88"	"27"	"N[C@@H](Cc1ccc(O)cc1)C(=O)N1CC[C@@H]2C[C@@H]21"	"Ki"	"'='"	"3007.0"	"nM"	"5.52"	""	""	"UO_0000065"	"22.42"	"0.42"	"4.64"	"8.30"	"0"	"CHEMBL900014"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138231"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL1209851"	""	"None"	"392.29"	"0"	"2.27"	"40"	"Cc1nc2nc(N3CCNCC3)nn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"106.0"	"nM"	"6.97"	""	""	"UO_0000065"	"17.78"	"0.37"	"4.70"	"8.27"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL93526"	""	"None"	"223.32"	"0"	"1.26"	"8"	"CCC(C)[C@H](N)C(=O)N1CCCC[C@H]1C#N"	"Ki"	"'='"	"260.0"	"nM"	"6.58"	""	""	"UO_0000065"	"29.49"	"0.56"	"5.33"	"9.39"	"0"	"CHEMBL664933"	"Inhibition of human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128930"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL316560"	""	"None"	"253.37"	"0"	"1.32"	"14"	"N#C[C@@H]1CSCN1C(=O)C(N)C1CCCCC1"	"Ki"	"'='"	"0.8"	"nM"	"9.10"	""	""	"UO_0000065"	"35.90"	"0.73"	"7.78"	"12.97"	"0"	"CHEMBL664933"	"Inhibition of human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128930"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL3350818"	""	"None"	"186.25"	"0"	"-0.42"	"12"	"CNC(C(=O)N1CCCC1)[C@H](C)O"	"Ki"	"'='"	"900.0"	"nM"	"6.05"	""	""	"UO_0000065"	"32.46"	"0.64"	"6.47"	"11.50"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL319514"	""	"None"	"167.21"	"0"	"-0.15"	"2"	"C[C@H](N)C(=O)N1CCC[C@H]1C#N"	"Ki"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"40.06"	"0.76"	"6.85"	"9.55"	"0"	"CHEMBL666574"	"Inhibition of Dipeptidyl Peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135386"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""
"CHEMBL387043"	""	"None"	"497.34"	"0"	"3.92"	"8"	"N[C@H]1CC(CN2CCC(C(=O)O)CC2)=CC[C@@H]1c1ccc(Cl)cc1Cl.O=C(O)C(F)(F)F"	"Ki"	"'='"	"45.0"	"nM"	"7.35"	""	""	"UO_0000065"	"19.17"	"0.40"	"3.43"	"11.04"	"0"	"CHEMBL855672"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138877"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL1161912"	""	"None"	"363.43"	"0"	"0.98"	"12"	"Cn1ncc2nc(N3CCCC(N)C3)n(Cc3cccc(C#N)c3)c2c1=O"	"Ki"	"'='"	"1200.0"	"nM"	"5.92"	""	""	"UO_0000065"	"16.29"	"0.30"	"4.94"	"5.60"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL2011536"	""	"None"	"384.40"	"0"	"3.88"	"Pageno 2465, R35C2"	"N[C@H]1CN(c2cc(-c3ccccc3)ncn2)CC[C@@H]1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"6.0"	"nM"	"8.22"	""	""	"UO_0000065"	"21.39"	"0.40"	"4.34"	"14.94"	"0"	"CHEMBL2014324"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2010730"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""	""
"CHEMBL3350923"	""	"None"	"245.33"	"0"	"1.18"	"8c"	"C=CC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCC1"	"Ki"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"32.29"	"0.60"	"6.74"	"11.30"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL3350927"	""	"None"	"287.41"	"0"	"2.35"	"8f"	"C=CC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCCCCC1"	"Ki"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"27.83"	"0.52"	"5.65"	"11.41"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
